id,source,target,type
7615,11925,6430,contains copy of
7616,11926,5248,contains copy of
7617,11927,5631,contains copy of
7618,11928,5248,contains copy of
7619,11929,6431,contains copy of
7620,11930,5634,contains copy of
7621,11931,5634,contains copy of
7622,11932,5631,contains copy of
7623,11933,5097,contains copy of
7624,11934,6432,contains copy of
7625,11934,6433,contains copy of
7626,11934,6434,contains copy of
7627,11934,6435,contains copy of
7628,11934,6436,contains copy of
7629,11934,6437,contains copy of
7630,11935,6438,contains copy of
7631,11936,6439,contains copy of
7632,11937,5248,contains copy of
7633,11938,6431,contains copy of
7634,11939,6440,contains copy of
7635,11940,6441,contains copy of
7636,11941,6442,contains copy of
7637,11942,6443,contains copy of
7638,11942,6444,contains copy of
7639,11943,5351,contains copy of
7640,11944,5628,contains copy of
7641,11945,6085,contains copy of
7642,11567,6085,contains copy of
7643,11808,6445,contains copy of
7644,11808,6446,contains copy of
7645,11946,5631,contains copy of
7646,11947,5248,contains copy of
7647,11948,5351,contains copy of
7648,11949,6447,contains copy of
7649,11950,5248,contains copy of
7650,11951,6448,contains copy of
7651,11952,6449,contains copy of
7652,11953,5248,contains copy of
7653,11954,5351,contains copy of
7654,11954,6450,contains copy of
7655,11955,6451,contains copy of
7656,11954,5481,contains copy of
7657,11956,6452,contains copy of
7658,11957,6453,contains copy of
7659,11958,5097,contains copy of
7660,11959,6454,contains copy of
7661,11960,5631,contains copy of
7662,11961,5356,contains copy of
7663,11962,5081,contains copy of
7664,11963,6455,contains copy of
7665,11964,5296,contains copy of
7666,11965,5244,contains copy of
7667,11966,6456,contains copy of
7668,11967,5248,contains copy of
7669,11968,5248,contains copy of
7670,11969,6457,contains copy of
7671,11970,6459,contains copy of
7672,11971,6460,contains copy of
7673,11972,5160,contains copy of
7674,11973,5271,contains copy of
7675,11974,5248,contains copy of
7676,11975,6231,contains copy of
7677,11976,5244,contains copy of
7678,11977,5244,contains copy of
7679,11978,5628,contains copy of
7680,11979,5631,contains copy of
7681,11980,5481,contains copy of
7682,11981,5631,contains copy of
7683,11982,5677,contains copy of
7684,11982,6461,contains copy of
7685,11982,6462,contains copy of
7686,11982,5681,contains copy of
7687,11983,5374,contains copy of
7688,11984,5374,contains copy of
7689,11985,6463,contains copy of
7690,11986,5551,contains copy of
7691,11987,6464,contains copy of
7692,11988,6465,contains copy of
7693,11989,6466,contains copy of
7694,11990,5113,contains copy of
7695,11991,6412,contains copy of
7696,11992,6467,contains copy of
7697,11993,5196,contains copy of
7698,11994,5120,contains copy of
7699,11995,5120,contains copy of
7700,11996,5196,contains copy of
7701,11997,5120,contains copy of
7702,11998,6468,contains copy of
7703,11999,5102,contains copy of
7704,11610,6469,contains copy of
7705,12000,6470,contains copy of
7706,12001,6470,contains copy of
7707,12002,6471,contains copy of
7708,12003,6472,contains copy of
7709,12004,6473,contains copy of
7710,12005,6474,contains copy of
7711,12006,6475,contains copy of
7712,12007,6476,contains copy of
7713,12008,6477,contains copy of
7714,12009,5505,contains copy of
7715,12010,5895,contains copy of
7716,12011,6478,contains copy of
7717,12012,5482,contains copy of
7718,12013,5482,contains copy of
7719,12014,5482,contains copy of
7720,12015,5482,contains copy of
7721,12016,5482,contains copy of
7722,11662,6479,contains copy of
7723,12017,6480,contains copy of
7724,12018,6481,contains copy of
7725,12018,6482,contains copy of
7726,12019,6483,contains copy of
7727,12020,6484,contains copy of
7728,12021,5705,contains copy of
7729,12022,6485,contains copy of
7730,12023,5015,contains copy of
7731,12024,6486,contains copy of
7732,12025,6487,contains copy of
7733,12026,6488,contains copy of
7734,12027,6489,contains copy of
7735,12028,6490,contains copy of
7736,12029,6491,contains copy of
7737,12030,6492,contains copy of
7738,12030,6493,contains copy of
7739,12031,5727,contains copy of
7740,12032,5138,contains copy of
7741,12033,5983,contains copy of
7742,12034,5527,contains copy of
7743,12035,6494,contains copy of
7744,12035,6495,contains copy of
7745,12035,6496,contains copy of
7746,12035,6497,contains copy of
7747,12035,6498,contains copy of
7748,12035,6499,contains copy of
7749,12035,6500,contains copy of
7750,12035,6501,contains copy of
7751,12035,6502,contains copy of
7752,12035,6503,contains copy of
7753,12036,5983,contains copy of
7754,12036,6504,contains copy of
7755,12037,6505,contains copy of
7756,12038,5831,contains copy of
7757,12039,5294,contains copy of
7758,12040,6506,contains copy of
7759,12040,6507,contains copy of
7760,12040,6509,contains copy of
7761,12041,6510,contains copy of
7762,12042,6511,contains copy of
7763,12043,6512,contains copy of
7764,12044,6513,contains copy of
7765,12044,6514,contains copy of
7766,12045,5167,contains copy of
7767,12046,6515,contains copy of
7768,12047,5554,contains copy of
7769,12048,6516,contains copy of
7770,11614,6517,contains copy of
7771,11614,6504,contains copy of
7772,11614,6518,contains copy of
7773,11614,6519,contains copy of
7774,11614,6520,contains copy of
7775,11614,6521,contains copy of
7776,11614,6522,contains copy of
7777,11614,6523,contains copy of
7778,11614,6524,contains copy of
7779,11614,6525,contains copy of
7780,12049,6526,contains copy of
7781,12049,6527,contains copy of
7782,12050,5167,contains copy of
7783,12051,6528,contains copy of
7784,12051,6529,contains copy of
7785,12051,6530,contains copy of
7786,12051,6531,contains copy of
7787,12051,6532,contains copy of
7788,12051,5049,contains copy of
7789,12051,6533,contains copy of
7790,11615,6534,contains copy of
7791,12052,5983,contains copy of
7792,12053,6535,contains copy of
7793,11619,6537,contains copy of
7794,11619,6538,contains copy of
7795,12054,5543,contains copy of
7796,12055,5712,contains copy of
7797,12056,5712,contains copy of
7798,12057,6539,contains copy of
7799,12058,6540,contains copy of
7800,12059,6504,contains copy of
7801,12059,6541,contains copy of
7802,12059,6542,contains copy of
7803,12059,6543,contains copy of
7804,12060,5831,contains copy of
7805,12060,6544,contains copy of
7806,12060,6545,contains copy of
7807,12061,6515,contains copy of
7808,12062,6515,contains copy of
7809,12063,6515,contains copy of
7810,12064,6546,contains copy of
7811,12064,6547,contains copy of
7812,12064,6548,contains copy of
7813,12064,6549,contains copy of
7814,12064,6550,contains copy of
7815,12064,6551,contains copy of
7816,12064,6552,contains copy of
7817,12064,6553,contains copy of
7818,12065,5543,contains copy of
7819,12064,6554,contains copy of
7820,12064,6555,contains copy of
7821,12064,6556,contains copy of
7822,12064,6557,contains copy of
7823,12066,5342,contains copy of
7824,12051,6558,contains copy of
7825,12067,5342,contains copy of
7826,12040,6559,contains copy of
7827,12040,6560,contains copy of
7828,12068,6562,contains copy of
7829,12068,6562,contains copy of
7830,12069,6563,contains copy of
7831,11614,6564,contains copy of
7832,11614,6565,contains copy of
7833,12070,6566,contains copy of
7834,11610,6567,contains copy of
7835,11610,6568,contains copy of
7836,11610,6569,contains copy of
7837,12071,6570,contains copy of
7838,11769,6571,contains copy of
7839,12072,5296,contains copy of
7840,12073,6572,contains copy of
7841,12074,5681,contains copy of
7842,12075,5296,contains copy of
7843,11838,5679,contains copy of
7844,12076,6573,contains copy of
7845,12077,5191,contains copy of
7846,12078,5677,contains copy of
7847,12079,6575,contains copy of
7848,12080,6576,contains copy of
7849,11897,6577,contains copy of
7850,12081,5937,contains copy of
7851,12082,6578,contains copy of
7852,12083,6579,contains copy of
7853,12084,6580,contains copy of
7854,12064,6581,contains copy of
7855,12064,6582,contains copy of
7856,12064,6583,contains copy of
7857,12064,6584,contains copy of
7858,12064,6585,contains copy of
7859,12064,6586,contains copy of
7860,12064,6587,contains copy of
7861,12064,6588,contains copy of
7862,12085,6589,contains copy of
7863,12085,6590,contains copy of
7864,12086,6591,contains copy of
7865,12087,6592,contains copy of
7866,12064,6593,contains copy of
7867,12064,6594,contains copy of
7868,12064,6595,contains copy of
7869,12064,6596,contains copy of
7870,12064,6597,contains copy of
7871,12064,6598,contains copy of
7872,12064,6599,contains copy of
7873,12064,6600,contains copy of
7874,12064,6601,contains copy of
7875,12064,6602,contains copy of
7876,12064,6603,contains copy of
7877,12064,6604,contains copy of
7878,12064,6605,contains copy of
7879,12064,6606,contains copy of
7880,12064,6607,contains copy of
7881,12088,6609,contains copy of
7882,12089,6610,contains copy of
7883,12089,6611,contains copy of
7884,12090,6612,contains copy of
7885,12091,6613,contains copy of
7886,12091,6614,contains copy of
7887,12087,6615,contains copy of
7888,12087,6616,contains copy of
7889,12087,6617,contains copy of
7890,12092,6618,contains copy of
7891,12092,6619,contains copy of
7892,12092,6620,contains copy of
7893,12092,6621,contains copy of
7894,12092,6622,contains copy of
7895,12092,6623,contains copy of
7896,12092,6624,contains copy of
7897,12092,6625,contains copy of
7898,12092,6626,contains copy of
7899,12093,6627,contains copy of
7900,12094,6628,contains copy of
7901,12094,5471,contains copy of
7902,12095,5772,contains copy of
7903,12096,6629,contains copy of
7904,12097,6630,contains copy of
7905,12098,6056,contains copy of
7906,12099,5379,contains copy of
7907,12094,6631,contains copy of
7908,12094,6632,contains copy of
7909,12094,6633,contains copy of
7910,12094,6634,contains copy of
7911,12100,6635,contains copy of
7912,12101,6636,contains copy of
7913,12102,6637,contains copy of
7914,11611,6387,contains copy of
7915,12030,6638,contains copy of
7916,12030,6639,contains copy of
7917,12030,6640,contains copy of
7918,12030,6641,contains copy of
7919,12103,5911,contains copy of
7920,12104,6642,contains copy of
7921,12105,5772,contains copy of
7922,12106,6643,contains copy of
7923,12107,6628,contains copy of
7924,11614,6644,contains copy of
7925,11614,6645,contains copy of
7926,12108,6646,contains copy of
7927,12109,6222,contains copy of
7928,12110,6647,contains copy of
7929,12111,6648,contains copy of
7930,12112,6649,contains copy of
7931,12113,6642,contains copy of
7932,12030,6650,contains copy of
7933,12114,6651,contains copy of
7934,12115,6652,contains copy of
7935,12111,6653,contains copy of
7936,12111,6654,contains copy of
7937,11642,6655,contains copy of
7938,12116,6656,contains copy of
7939,12094,6657,contains copy of
7940,11606,5508,contains copy of
7941,11606,6658,contains copy of
7942,11744,6659,contains copy of
7943,12117,6660,contains copy of
7944,12094,6661,contains copy of
7945,11748,6662,contains copy of
7946,12118,6663,contains copy of
7947,12119,6664,contains copy of
7948,12120,6665,contains copy of
7949,12121,5123,contains copy of
7950,12122,5385,contains copy of
7951,12123,5091,contains copy of
7952,12123,6666,contains copy of
7953,12123,6667,contains copy of
7954,12123,6668,contains copy of
7955,12123,6669,contains copy of
7956,12124,6670,contains copy of
7957,12124,5423,contains copy of
7958,12125,5103,contains copy of
7959,12126,6671,contains copy of
7960,12126,5473,contains copy of
7961,12127,5289,contains copy of
7962,12128,5776,contains copy of
7963,12129,5776,contains copy of
7964,12130,5775,contains copy of
7965,12131,5103,contains copy of
7966,12132,5103,contains copy of
7967,12133,5103,contains copy of
7968,12134,5103,contains copy of
7969,12135,5089,contains copy of
7970,12136,6672,contains copy of
7971,12137,5032,contains copy of
7972,12138,5388,contains copy of
7973,12139,6673,contains copy of
7974,12140,5776,contains copy of
7975,12141,6674,contains copy of
7976,12142,5104,contains copy of
7977,12143,5385,contains copy of
7978,12144,5104,contains copy of
7979,12145,6675,contains copy of
7980,12146,6677,contains copy of
7981,11615,6678,contains copy of
7982,12147,5385,contains copy of
7983,12147,6679,contains copy of
7984,12148,5388,contains copy of
7985,12149,5385,contains copy of
7986,12150,5103,contains copy of
7987,12151,5091,contains copy of
7988,11619,6680,contains copy of
7989,11619,6681,contains copy of
7990,11619,6682,contains copy of
7991,11619,6683,contains copy of
7992,11619,6684,contains copy of
7993,12152,6685,contains copy of
7994,12153,5289,contains copy of
7995,12154,5104,contains copy of
7996,12155,5289,contains copy of
7997,12156,5775,contains copy of
7998,12157,5089,contains copy of
7999,11610,6686,contains copy of
8000,12158,5236,contains copy of
8001,12159,5103,contains copy of
8002,12160,5236,contains copy of
8003,11619,6687,contains copy of
8004,12117,6688,contains copy of
8005,12161,6672,contains copy of
8006,12162,6689,contains copy of
8007,12163,5033,contains copy of
8008,12163,6690,contains copy of
8009,11619,6691,contains copy of
8010,12094,5377,contains copy of
8011,12164,5377,contains copy of
8012,12030,6692,contains copy of
8013,12165,5377,contains copy of
8014,11619,6693,contains copy of
8015,11619,6694,contains copy of
8016,11619,6695,contains copy of
8017,11619,6696,contains copy of
8018,12166,5280,contains copy of
8019,12167,6697,contains copy of
8020,12168,6698,contains copy of
8021,12094,6699,contains copy of
8022,12169,5019,contains copy of
8023,12170,5311,contains copy of
8024,12171,6156,contains copy of
8025,12171,6700,contains copy of
8026,12172,6701,contains copy of
8027,12173,6702,contains copy of
8028,12174,5019,contains copy of
8029,12175,6701,contains copy of
8030,12176,5311,contains copy of
8031,12177,5311,contains copy of
8032,12178,5213,contains copy of
8033,12179,6703,contains copy of
8034,12180,5801,contains copy of
8035,12181,6704,contains copy of
8036,12182,6705,contains copy of
8037,12183,6706,contains copy of
8038,12184,6708,contains copy of
8039,12185,5801,contains copy of
8040,12186,6709,contains copy of
8041,12187,5799,contains copy of
8042,12188,6710,contains copy of
8043,12189,5499,contains copy of
8044,12190,6711,contains copy of
8045,12191,5213,contains copy of
8046,12173,5311,contains copy of
